from	to	score
GNAQ	PRKACG	0.00063
GNAQ	PRKACB	0.000638
GNAQ	PRKACA	0.000638
GNAQ	POMC	0.000674
GNAQ	GNG14	0.000677
GNAQ	CHRM2	0.000687
GNAQ	EDN1	0.000691
GNAQ	PECAM1	0.000694
GNAQ	P2RY12	0.000704
GNAQ	GRK5	0.000711
GNAQ	GNAS	0.000717
GNAQ	GNG7	0.000721
GNAQ	PRKCA	0.000736
GNAQ	GNAI1	0.000744
GNAQ	GNAI2	0.000745
GNAQ	GNAI3	0.000745
GNAQ	GNG8	0.000748
GNAQ	CNR1	0.000749
GNAQ	GNG5	0.000756
GNAQ	NTSR1	0.000766
GNAQ	GNGT2	0.000772
GNAQ	AKT1	0.000775
GNAQ	GNG12	0.000776
GNAQ	GNG4	0.000787
GNAQ	KIT	0.000789
GNAQ	ITPR2	0.000796
GNAQ	GNG10	0.000812
GNAQ	GNG3	0.000814
GNAQ	OPRM1	0.000823
GNAQ	TRHR	0.000825
GNAQ	CYSLTR1	0.00084
GNAQ	PIK3R1	0.000854
GNAQ	SRC	0.00086
GNAQ	ARRB2	0.000861
GNAQ	KNG1	0.000862
GNAQ	GRPR	0.000873
GNAQ	GNB2	0.000882
GNAQ	GLP1R	0.000901
GNAQ	KCNJ18	0.000903
GNAQ	CCR4	0.000908
GNAQ	ARRB1	0.000908
GNAQ	KCNJ12	0.000909
GNAQ	CCR8	0.00091
GNAQ	CXCR6	0.000912
GNAQ	CCR9	0.000912
GNAQ	CCR6	0.000913
GNAQ	FZD2	0.000913
GNAQ	CCR10	0.000914
GNAQ	FZD5	0.000915
GNAQ	XCR1	0.000916
GNAQ	CCR3	0.000916
GNAQ	FZD4	0.000917
GNAQ	CX3CR1	0.000918
GNAQ	PTGER3	0.000919
GNAQ	CXCR3	0.000919
GNAQ	AGTR2	0.000921
GNAQ	ADORA2B	0.000922
GNAQ	CXCR1	0.000925
GNAQ	ADRA2B	0.000925
GNAQ	CCR2	0.000926
GNAQ	CCKBR	0.000927
GNAQ	FPR1	0.000929
GNAQ	CCR1	0.000932
GNAQ	CCR5	0.000932
GNAQ	CXCR5	0.000938
GNAQ	APLNR	0.000938
GNAQ	DRD1	0.000939
GNAQ	FZD6	0.000947
GNAQ	RGS16	0.000947
GNAQ	CXCR2	0.000953
GNAQ	ADRA2C	0.000953
GNAQ	AGT	0.000962
GNAQ	CXCR4	0.000963
GNAQ	CHRM1	0.000963
GNAQ	HRAS	0.000967
GNAQ	F2RL1	0.000967
GNAQ	CASR	0.000968
GNAQ	GCGR	0.000969
GNAQ	GNG2	0.000972
GNAQ	EDNRB	0.000975
GNAQ	ADRA1B	0.000976
GNAQ	LPAR3	0.000978
GNAQ	EDNRA	0.00098
GNAQ	BDKRB2	0.000982
GNAQ	ADRA1D	0.000983
GNAQ	ADRA1A	0.000987
GNAQ	LPAR5	0.000991
GNAQ	F2R	0.000991
GNAQ	ARHGEF12	0.000993
GNAQ	LPAR2	0.000994
GNAQ	OXTR	0.000995
GNAQ	CCKAR	0.000996
GNAQ	ARHGEF25	0.000997
GNAQ	AGTR1	0.000997
GNAQ	GNB1	0.000997
GNAQ	PLCB1	0.000999
GNAQ	PLCB3	0.000999
GNAQ	GRK2	0.000999
CXCL13	GPSM2	4e-04
CXCL13	AKT1	4e-04
CXCL13	GPSM1	4e-04
CXCL13	PCP2	4e-04
CXCL13	CXCL17	0.000407
CXCL13	PECAM1	0.00041
CXCL13	MPL	0.000412
CXCL13	GPSM3	0.000413
CXCL13	P2RY14	0.00042
CXCL13	NPY1R	0.00042
CXCL13	TLR4	0.000446
CXCL13	FCGR3B	0.000447
CXCL13	PTGER3	0.000448
CXCL13	CD177	0.000452
CXCL13	KITLG	0.000455
CXCL13	XCL2	0.000458
CXCL13	FCGR3A	0.00046
CXCL13	THPO	0.000472
CXCL13	GP2	0.000481
CXCL13	ITGAM	0.000483
CXCL13	MME	0.000506
CXCL13	CR1	0.000508
CXCL13	IL7R	0.000515
CXCL13	BCL2L1	0.000525
CXCL13	SAA1	0.000525
CXCL13	FDCSP	0.000531
CXCL13	SAA2	0.000537
CXCL13	SELL	0.000545
CXCL13	AGT	0.000548
CXCL13	CCL23	0.00056
CXCL13	CCL7	0.000564
CXCL13	CD274	0.000565
CXCL13	XCL1	0.000565
CXCL13	IL13	0.000571
CXCL13	CSF2	0.000572
CXCL13	ITGB2	0.000572
CXCL13	AGTR2	0.00059
CXCL13	CXCL14	0.000606
CXCL13	CD40LG	0.00062
CXCL13	PTPRC	0.000624
CXCL13	SRC	0.000626
CXCL13	IL17A	0.00065
CXCL13	IL10	0.000674
CXCL13	TNF	0.000679
CXCL13	CCL16	0.000698
CXCL13	MMP9	0.000701
CXCL13	CCR4	0.000707
CXCL13	CCL26	0.000719
CXCL13	IL6	0.000726
CXCL13	CCL8	0.000756
CXCL13	CCL11	0.000767
CXCL13	XCR1	0.000771
CXCL13	CXCL8	0.000783
CXCL13	CCL24	0.000783
CXCL13	CD8A	0.000788
CXCL13	CCR9	0.000793
CXCL13	CCL18	0.000795
CXCL13	CCR3	0.000802
CXCL13	CXCL2	0.000824
CXCL13	CXCL3	0.000844
CXCL13	PPBP	0.000853
CXCL13	CCR10	0.000857
CXCL13	CCL3	0.000864
CXCL13	CXCL16	0.000873
CXCL13	CCL25	0.000874
CXCL13	CCRL2	0.000883
CXCL13	CX3CR1	0.000884
CXCL13	CCL20	9e-04
CXCL13	CCR2	0.000901
CXCL13	CXCL5	0.000902
CXCL13	CCR8	0.000905
CXCL13	CXCR6	0.000906
CXCL13	CCR5	0.000917
CXCL13	CCR1	0.000929
CXCL13	CXCL1	0.000933
CXCL13	PF4	0.000946
CXCL13	CCL4	0.000949
CXCL13	CCL5	0.000956
CXCL13	CCR6	0.000958
CXCL13	CXCL12	0.000964
CXCL13	CXCR1	0.000987
CXCL13	CXCL11	0.000987
CXCL13	CXCL10	0.000994
CXCL13	CXCL9	0.000996
CXCL13	CCL28	0.000997
CXCL13	CXCR3	0.000997
CXCL13	CXCR2	0.000997
CXCL13	CXCR4	0.000998
CXCL13	CCL19	0.000998
CXCL13	CXCR5	0.000999
SST	GPSM1	4e-04
SST	GPSM3	4e-04
SST	GRIN1	0.000401
SST	AVPR2	0.000402
SST	DRD1	0.000404
SST	NPPA	0.000405
SST	ACE	0.000406
SST	PPBP	0.000416
SST	GRIN2A	0.000424
SST	ESR2	0.000426
SST	TNF	0.000434
SST	GRM3	0.000435
SST	GNG7	0.000441
SST	GPSM2	0.000441
SST	PCP2	0.000445
SST	PRKACA	0.000452
SST	NCAM1	0.000455
SST	CAMK2A	0.000459
SST	CNR1	0.000459
SST	GRIN2B	0.000459
SST	PRKACB	0.000464
SST	NRG1	0.000464
SST	DPP4	0.000473
SST	PRKACG	0.000474
SST	HTR5A	0.000482
SST	AKT1	0.000489
SST	CXCL12	0.000495
SST	PSAP	0.000501
SST	CSH2	0.000507
SST	CSH1	0.000507
SST	MMP9	0.000508
SST	NMB	0.000509
SST	GCGR	0.000519
SST	GPR37L1	0.000524
SST	CXCR4	0.00053
SST	CCL5	0.00053
SST	CCKAR	0.000534
SST	BDKRB2	0.00054
SST	GH2	0.000541
SST	GPR37	0.000544
SST	UTS2R	0.000549
SST	RLN3	0.000549
SST	AGTR2	0.00055
SST	INSL5	0.000551
SST	APOD	0.000563
SST	RET	0.000563
SST	APLNR	0.000564
SST	RXFP3	0.000569
SST	AGTR1	0.000575
SST	AVP	0.000583
SST	NPY4R	0.000593
SST	NMS	0.000596
SST	NPBWR1	0.000599
SST	CCKBR	0.000602
SST	NPB	0.000605
SST	NMUR1	0.000607
SST	NPW	0.000614
SST	MME	0.000621
SST	NPBWR2	0.000626
SST	ALB	0.00063
SST	GLP1R	0.000633
SST	CXCL8	0.000645
SST	IL6	0.000646
SST	GPER1	0.000649
SST	ADCY9	0.000655
SST	NPY5R	0.000657
SST	HCAR3	0.000659
SST	GALR2	0.000665
SST	APLN	0.000674
SST	SRC	0.000675
SST	HCAR1	0.000675
SST	SUCNR1	0.000676
SST	GALR1	0.000681
SST	HCAR2	0.000681
SST	PTGER3	0.000696
SST	EDNRA	0.000704
SST	NPY2R	0.000704
SST	HTR1E	0.000706
SST	CHRM2	0.000712
SST	HTR1F	0.000717
SST	ADORA1	0.000722
SST	HTR1D	0.000727
SST	PMCH	0.000728
SST	GHRHR	0.000737
SST	GRPR	0.00074
SST	CHRM1	0.00074
SST	HTR1B	0.000747
SST	PNOC	0.000753
SST	OXTR	0.00077
SST	NPY1R	0.000772
SST	GABBR1	0.000787
SST	LEP	0.000794
SST	HTR1A	0.000796
SST	GNAI3	8e-04
SST	TRH	0.000811
SST	GNG2	0.000817
SST	OPRM1	0.000823
SST	MLN	0.000831
SST	KNG1	0.000833
SST	AGT	0.000839
SST	GNB1	0.000846
SST	GNAS	0.00085
SST	GH1	0.00087
SST	GNAI1	0.000877
SST	PYY	0.000902
SST	PDYN	0.000911
SST	GHRL	0.000925
SST	PENK	0.000936
SST	POMC	0.000944
SST	DRD2	0.000946
SST	INS	0.000953
SST	GCG	0.000986
SST	CORT	0.000989
SST	SSTR3	0.000997
SST	SSTR5	0.000999
SST	SSTR2	0.000999
KLHL40	CASQ1	0.000402
KLHL40	ACTN2	0.000416
KLHL40	CACNA1S	0.000448
KLHL40	ATP2A1	0.000454
KLHL40	TTN	0.000457
KLHL40	MYL3	0.000473
KLHL40	TNNI2	0.000481
KLHL40	STAC3	0.000482
KLHL40	TNNC2	0.000484
KLHL40	RYR1	0.000542
KLHL40	MYH7	0.000583
KLHL40	MYH2	0.000614
KLHL40	XIRP2	0.000615
KLHL40	TNNT3	0.000652
PPARG	NPPA	0.000401
PPARG	HTR1A	0.000403
PPARG	FGF19	0.000403
PPARG	GNG2	0.000408
PPARG	CALML3	0.000416
PPARG	CALML5	0.000416
PPARG	APLN	0.000417
PPARG	ACE2	0.00042
PPARG	CXCL1	0.000422
PPARG	RARRES2	0.000426
PPARG	MOGAT1	0.000427
PPARG	FGF3	0.000429
PPARG	HCAR2	0.000432
PPARG	FGF5	0.000433
PPARG	CCL3	0.000433
PPARG	KIT	0.000439
PPARG	EDNRB	0.000441
PPARG	FGF16	0.000444
PPARG	CXCL10	0.000447
PPARG	CXCR4	0.000452
PPARG	CXCL12	0.000462
PPARG	CYP2E1	0.000464
PPARG	LCN2	0.000474
PPARG	SELE	0.000478
PPARG	RBP4	0.000485
PPARG	LIPC	0.000485
PPARG	F2R	0.000487
PPARG	TMEM18	0.000487
PPARG	ADORA1	0.000494
PPARG	LYN	5e-04
PPARG	TERT	0.000501
PPARG	CSF2	0.000504
PPARG	BCL2L1	0.000505
PPARG	ANXA5	0.000507
PPARG	CD8A	0.000507
PPARG	CNR1	0.000513
PPARG	AR	0.000517
PPARG	CCR1	0.000521
PPARG	GHRL	0.000528
PPARG	CCR2	0.000532
PPARG	POMC	0.000534
PPARG	CD44	0.000538
PPARG	NR1H4	0.000539
PPARG	ESR2	0.000542
PPARG	IL17A	0.000545
PPARG	FN1	0.000552
PPARG	CD34	0.000566
PPARG	ITGAM	0.000567
PPARG	PTPN11	0.000569
PPARG	PRKACG	0.000577
PPARG	PRKACA	0.000577
PPARG	PRKACB	0.000577
PPARG	PTPRC	0.00058
PPARG	GLP1R	0.00058
PPARG	AGTR1	0.000583
PPARG	CXCL8	0.000583
PPARG	RET	0.000587
PPARG	SYK	0.000588
PPARG	FGF13	0.000592
PPARG	FABP1	0.000606
PPARG	SPP1	0.000609
PPARG	CYP7A1	0.000616
PPARG	DPP4	0.000623
PPARG	GPT	0.000626
PPARG	HRAS	0.00063
PPARG	ADIPOR2	0.000631
PPARG	NR4A1	0.000636
PPARG	NR1H2	0.000647
PPARG	PPARA	0.000647
PPARG	PECAM1	0.000654
PPARG	ACE	0.000674
PPARG	AGT	0.000677
PPARG	CCL5	0.000678
PPARG	IL13	0.000681
PPARG	ALB	0.000682
PPARG	GCG	0.000687
PPARG	PPARD	0.000715
PPARG	EDN1	0.000724
PPARG	IL10	0.000733
PPARG	SRC	0.000736
PPARG	TLR4	0.000738
PPARG	ADIPOR1	0.00074
PPARG	MMP9	0.000765
PPARG	AKT1	0.00079
PPARG	ESR1	0.000794
PPARG	NR0B1	0.000801
PPARG	TNF	0.000807
PPARG	PRKCA	0.000808
PPARG	IL6	0.00082
PPARG	CIDEC	0.00085
PPARG	FASN	0.00086
PPARG	NR1H3	0.000865
PPARG	NCOA3	0.000909
PPARG	LPIN1	0.000909
PPARG	LPL	0.000941
PPARG	CD36	0.000942
PPARG	INS	0.000944
PPARG	LEP	0.000948
PPARG	RXRG	0.000963
PPARG	RXRB	0.00098
PPARG	CTNNB1	0.000994
PPARG	XPR1	0.000996
PPARG	NCOA2	0.000998
PPARG	RXRA	0.000999
PPARG	MED1	0.000999
PPARG	NCOA1	0.000999
NRG1	NPPB	0.000405
NRG1	FGF1	0.000408
NRG1	ACTN2	0.000418
NRG1	FGF16	0.000418
NRG1	CAMK2B	0.000418
NRG1	CTNNB1	0.000428
NRG1	FGF3	0.000431
NRG1	INS	0.000451
NRG1	ESR1	0.000452
NRG1	FGF5	0.000456
NRG1	EPGN	0.000459
NRG1	EDN3	0.000463
NRG1	CAMK2A	0.000485
NRG1	PIK3R1	0.000488
NRG1	GRIN1	0.000541
NRG1	PNOC	0.000547
NRG1	GRIN2A	0.000579
NRG1	SOX10	0.000598
NRG1	HRAS	0.000607
NRG1	GRIN2B	0.000636
NRG1	PTK6	0.000656
NRG1	AKT1	0.000684
NRG1	ESR2	0.000697
NRG1	TGFA	0.000735
NRG1	SHC1	0.000762
NRG1	SRC	0.000791
NRG1	BTC	0.000909
NRG1	NRG2	0.000918
NRG1	NRG3	0.000936
NRG1	NRG4	0.000989
HTR5A	GPSM2	4e-04
HTR5A	GPSM1	4e-04
HTR5A	GPSM3	4e-04
HTR5A	CHRM4	0.000416
HTR5A	GRM3	0.000417
HTR5A	PCP2	0.00042
HTR5A	GPR37	0.000459
HTR5A	HTR1F	0.000481
HTR5A	NTSR2	0.000495
HTR5A	SRC	0.000499
HTR5A	GPR37L1	0.000507
HTR5A	GRIN1	0.000519
HTR5A	AGTR2	0.000531
HTR5A	HTR1A	0.000563
HTR5A	AGT	0.000565
HTR5A	HTR1B	0.000643
HTR5A	HTR1D	0.000668
HTR5A	GNG8	0.000678
HTR5A	GNG5	0.00068
HTR5A	GNAI2	0.000681
HTR5A	GNAI3	0.000681
HTR5A	GNG10	0.000682
HTR5A	GNGT2	0.000682
HTR5A	GNB2	0.000686
HTR5A	GNAL	0.000719
HTR5A	HTR1E	0.00072
HTR5A	GNG4	0.000721
HTR5A	GNAS	0.000722
HTR5A	GNG7	0.000765
HTR5A	GNG3	0.000765
HTR5A	GNG12	0.000805
HTR5A	GNG2	0.000937
HTR5A	GNB1	0.000966
HTR5A	GNAI1	0.000976
KIT	GPT	4e-04
KIT	CXCR2	0.00041
KIT	CR1	0.000411
KIT	CCL24	0.000414
KIT	NCOA1	0.000416
KIT	GCH1	0.000417
KIT	CCL5	0.000422
KIT	CCR6	0.000433
KIT	SPP1	0.000437
KIT	CCRL2	0.000438
KIT	CXCL8	0.000447
KIT	EDN3	0.00045
KIT	CCR1	0.000461
KIT	AR	0.000463
KIT	ITGB2	0.000468
KIT	CCL7	0.000469
KIT	TLR4	0.000476
KIT	CCL25	0.000487
KIT	CCR3	0.000493
KIT	CX3CR1	0.000493
KIT	CCR2	5e-04
KIT	IL17A	0.000507
KIT	SELL	0.000515
KIT	BCL2L1	0.000525
KIT	PGR	0.000541
KIT	MMP9	0.000541
KIT	IL10	0.000541
KIT	FGF13	0.000544
KIT	IL13	0.000545
KIT	CCL3	0.000548
KIT	GNAS	0.000563
KIT	ALPP	0.000577
KIT	GYPA	0.000584
KIT	ITGB3	0.000587
KIT	ESR1	0.000592
KIT	EDN1	0.000597
KIT	SOX10	0.000604
KIT	TNF	0.000608
KIT	TERT	0.000609
KIT	FCGR2B	0.000612
KIT	AFP	0.000613
KIT	PAX3	0.000616
KIT	CD274	0.000618
KIT	GATA1	0.000619
KIT	SYK	0.000626
KIT	ALB	0.00064
KIT	ANXA5	0.000654
KIT	PLCB1	0.000664
KIT	PLCB3	0.000675
KIT	CTNNB1	0.000687
KIT	CD36	0.000692
KIT	MPL	0.000694
KIT	EDNRB	0.000703
KIT	IL3RA	0.000709
KIT	FUT4	0.000721
KIT	FCGR1A	0.000726
KIT	CD8A	0.000727
KIT	MME	0.000745
KIT	THPO	0.000756
KIT	MC1R	0.000757
KIT	FGF19	0.000768
KIT	CSF2	0.000769
KIT	PECAM1	0.000774
KIT	FN1	0.000776
KIT	IL6	0.000781
KIT	MITF	0.000783
KIT	NCAM1	0.000785
KIT	FCGR3A	0.000788
KIT	FCGR3B	0.00079
KIT	CD44	0.000794
KIT	ITGAM	0.000797
KIT	SRC	0.000802
KIT	FGF1	0.000811
KIT	AKT1	0.000818
KIT	CXCR4	0.000833
KIT	ANGPT1	0.000841
KIT	IL7R	0.000842
KIT	FGF16	0.00085
KIT	FGF5	0.00085
KIT	FGF3	0.000853
KIT	TGFA	0.00086
KIT	PTPRC	0.000906
KIT	PRKCA	0.000912
KIT	ANPEP	0.000921
KIT	LYN	0.000928
KIT	GAB2	0.000932
KIT	PIK3CD	0.00094
KIT	CD34	0.000956
KIT	INS	0.000958
KIT	HRAS	0.000962
KIT	SHC1	0.000967
KIT	CXCL12	0.000974
KIT	PTPN11	0.00099
KIT	PIK3R1	0.000995
KIT	KITLG	0.000999
CACNA1D	KCNJ6	4e-04
CACNA1D	ADCY9	0.000434
CACNA1D	KCNIP2	0.000441
CACNA1D	GABBR1	0.000465
CACNA1D	ADCY2	0.000482
CACNA1D	GRIN2A	0.000515
CACNA1D	KCND2	0.000518
CACNA1D	KCND3	0.000533
CACNA1D	NCAM1	0.000541
CACNA1D	PDE4B	0.000568
CACNA1D	CYP11B1	0.000575
CACNA1D	ACTN2	0.000579
CACNA1D	PDE4D	0.000626
CACNA1D	PPP2R5D	0.00065
CACNA1D	GNG8	0.00065
CACNA1D	GNB2	0.000651
CACNA1D	GNB1	0.000651
CACNA1D	GNG4	0.000652
CACNA1D	GNAI1	0.000658
CACNA1D	GNAI3	0.000658
CACNA1D	GNG5	0.00066
CACNA1D	GNG10	0.000661
CACNA1D	RASGRP1	0.000662
CACNA1D	KCNMB3	0.000667
CACNA1D	GNG7	0.000671
CACNA1D	CAV3	0.000673
CACNA1D	OXTR	0.000674
CACNA1D	GNG12	0.000676
CACNA1D	JPH1	0.000676
CACNA1D	GNG2	0.000678
CACNA1D	GNGT2	0.00069
CACNA1D	GNG3	0.000692
CACNA1D	CYP11B2	0.000695
CACNA1D	RASGRF1	0.000703
CACNA1D	CACHD1	0.000719
CACNA1D	TMEM249	0.00072
CACNA1D	KCNMB2	0.000733
CACNA1D	CATSPERZ	0.000745
CACNA1D	TMEM262	0.000745
CACNA1D	CAMK2B	0.00075
CACNA1D	CATSPERG	0.000752
CACNA1D	CATSPERE	0.000753
CACNA1D	CATSPERD	0.000755
CACNA1D	CACNA1B	0.000772
CACNA1D	GNAI2	0.00078
CACNA1D	CATSPER4	0.000787
CACNA1D	KCNJ5	0.000806
CACNA1D	STAC3	0.00081
CACNA1D	CALM1	0.000822
CACNA1D	CAMK2A	0.000861
CACNA1D	RYR1	0.000865
CACNA1D	PRNP	0.000905
CACNA1D	PRKG1	0.000917
CACNA1D	PRKCA	0.000917
CACNA1D	PRKCB	0.000933
CACNA1D	PRKACG	0.000933
CACNA1D	INS	0.000934
CACNA1D	PRKACB	0.000934
CACNA1D	PRKACA	0.000935
CACNA1D	RYR2	0.000944
CACNA1D	CACNA2D4	0.000971
CACNA1D	CACNA2D2	0.000971
CACNA1D	CACNA1S	0.000975
CACNA1D	CACNG7	0.000977
CACNA1D	CACNA1F	0.00098
CACNA1D	CACNB1	0.00099
CACNA1D	CALML5	0.00099
CACNA1D	CALML3	0.00099
CACNA1D	CACNB3	0.000997
CACNA1D	CACNB2	0.000997
CACNA1D	CACNA2D1	0.000999
CACHD1	TMEM249	0.00054
CACHD1	TMEM262	0.00054
CACHD1	CATSPERZ	0.00054
CACHD1	CATSPERG	0.00054
CACHD1	CATSPERD	0.000543
CACHD1	CATSPERE	0.000543
CACHD1	CACNG7	0.000555
CACHD1	STAC3	0.000558
CACHD1	PDE4D	0.000568
CACHD1	CATSPER4	0.000577
CACHD1	RYR1	0.000579
CACHD1	PDE4B	0.000592
CACHD1	CAV3	0.000621
CACHD1	CACNA2D2	0.000622
CACHD1	CACNA2D1	0.000643
CACHD1	CACNA2D4	0.000646
CACHD1	CACNB2	0.000699
CACHD1	CACNB3	7e-04
CACHD1	CACNB1	0.000712
CACHD1	CACNA1F	0.00075
CACHD1	CACNA1S	0.000761
CACHD1	CACNA1B	0.000785
WNT4	FGF16	0.000408
WNT4	FSHR	0.000434
WNT4	ESR1	0.00051
WNT4	WNT8B	0.000545
WNT4	WNT11	0.000553
WNT4	CD44	0.000557
WNT4	FGF13	0.000562
WNT4	AKT1	0.000602
WNT4	CYP17A1	0.000603
WNT4	PGR	0.000622
WNT4	DMRT1	0.000644
WNT4	NR5A1	0.000727
WNT4	NR0B1	0.000751
WNT4	CTNNB1	0.000885
WNT4	FZD5	0.000959
WNT4	FZD4	0.000969
WNT4	FZD2	0.000974
WNT4	FZD6	0.000983
ACE	CCR5	0.000401
ACE	ECE2-2	0.000403
ACE	TTN	0.000404
ACE	F7	0.000406
ACE	AVPR2	0.000406
ACE	CD36	0.000408
ACE	LPA	0.000417
ACE	CD34	0.000422
ACE	ADRA1D	0.000428
ACE	SPP1	0.000436
ACE	SERPINC1	0.000444
ACE	CXCL10	0.000446
ACE	THBD	0.000453
ACE	EDNRB	0.000456
ACE	SERPINF2	0.000462
ACE	PECAM1	0.000463
ACE	CD55	0.000472
ACE	FN1	0.000484
ACE	CTSL	0.000495
ACE	LCN2	0.000507
ACE	ESR1	0.000507
ACE	TLR4	0.000528
ACE	EDNRA	0.00053
ACE	PPARA	0.000539
ACE	APLN	0.000543
ACE	CXCL8	0.000544
ACE	PDE5A	0.000571
ACE	CD8A	0.000571
ACE	POMC	0.000571
ACE	AVP	0.000585
ACE	IL10	0.000604
ACE	SERPINA1	0.000606
ACE	NPPC	0.000606
ACE	LEP	0.000611
ACE	PLG	0.000614
ACE	GLP1R	0.000623
ACE	AKT1	0.000627
ACE	IL17A	0.000639
ACE	F2	0.00064
ACE	F3	0.000641
ACE	P2RY12	0.000641
ACE	GCG	0.000666
ACE	ECE1	0.000672
ACE	ECE2	0.000689
ACE	CLEC4M	0.000691
ACE	GPT	0.00072
ACE	TNF	0.00072
ACE	MMP9	0.000733
ACE	CALML3	0.000755
ACE	CALML5	0.000756
ACE	SELE	0.000774
ACE	IL6	0.000776
ACE	EDN1	0.000779
ACE	CLTRN	0.000798
ACE	NPPB	0.00081
ACE	MAS1L	0.000811
ACE	ANPEP	0.000816
ACE	MTHFR	0.000818
ACE	NPPA	0.000836
ACE	KLK4	0.000842
ACE	INS	0.000849
ACE	TMPRSS2	0.000862
ACE	CYP11B2	0.000867
ACE	DPP4	0.000874
ACE	MME	0.000882
ACE	ALB	0.000912
ACE	BDKRB2	0.000917
ACE	AGTR2	0.000948
ACE	ACE2	0.000956
ACE	AGTR1	0.000974
ACE	KNG1	0.000995
ACE	AGT	0.000999
PIP	CST5	0.000418
PIP	HTN1	0.000426
PIP	ZG16B	0.000432
PIP	HTN3	0.000453
PIP	GP9	0.000479
PIP	GP2	0.000519
PIP	ECE1	0.000548
PIP	ALB	0.000548
PIP	DCD	0.000568
PIP	GP5	0.000572
PIP	EDN3	0.000589
PIP	AR	0.000613
PIP	SMR3B	0.000658
PIP	MME	0.000669
PIP	ESR1	0.000672
PIP	CST1	0.000703
PIP	GP6	0.000706
PIP	PGR	0.000722
PIP	APOD	0.00073
PIP	KEL	0.000775
PIP	AZGP1	0.000999
PDE9A	PRKG1	0.000424
PDE9A	PGC	0.000442
PDE9A	PDE6G	0.000579
PDE9A	PDE5A	0.000587
PDE9A	ADCY7	0.00072
PDE9A	ADCY6	0.00072
PDE9A	ADCY2	0.00072
PDE9A	ADCY1	0.000727
PDE9A	ADCY3	0.000728
PDE9A	ADCY4	0.000728
PDE9A	ADCY9	0.000731
PDE9A	ADCY5	0.000754
PDE9A	NPR2	0.000779
PDE9A	TRIM32	0.000815
CSTB	CALML5	0.000415
CSTB	CST9	0.000429
CSTB	CALML3	0.000429
CSTB	ITGB2	0.000431
CSTB	FN1	0.000476
CSTB	LGMN	0.000515
CSTB	CST1	0.000595
CSTB	CST5	0.000644
CSTB	CST2	0.000704
CSTB	APOD	0.000781
CSTB	CTSL	0.000954
FCN2	IGKV2D-40	4e-04
FCN2	SAA2	0.000469
FCN2	CD55	0.000477
FCN2	CLEC4M	0.000478
FCN2	CAMP	0.000488
FCN2	SAA1	0.000496
FCN2	PLG	0.000557
FCN2	SFTPB	0.000562
FCN2	FN1	0.000563
FCN2	F8	0.000581
FCN2	F7	0.000603
FCN2	F11	0.000613
FCN2	F5	0.000618
FCN2	F2	0.000621
FCN2	ALB	0.000626
FCN2	THBD	0.000631
FCN2	F3	0.000637
FCN2	F10	0.000656
FCN2	C4A	0.000791
FCN2	CR1	0.000803
PKN3	FOLR3	0.000405
PKN3	CDC25C	0.00055
PKN3	SRC	0.000656
CXCR5	PCP2	4e-04
CXCR5	KITLG	4e-04
CXCR5	GPSM1	4e-04
CXCR5	GPSM2	4e-04
CXCR5	MME	0.000404
CXCR5	SYK	0.000404
CXCR5	GPSM3	0.000421
CXCR5	XCR1	0.000422
CXCR5	TLR4	0.000426
CXCR5	F2R	0.000427
CXCR5	GNG8	0.000432
CXCR5	CSF2	0.000443
CXCR5	CCRL2	0.000452
CXCR5	CR1	0.000461
CXCR5	GNGT2	0.000495
CXCR5	FCGR2B	0.000501
CXCR5	NCAM1	0.000505
CXCR5	AGTR2	0.000509
CXCR5	PNOC	0.00051
CXCR5	IL13	0.000516
CXCR5	AGT	0.000519
CXCR5	CD274	0.000573
CXCR5	ITGAM	0.000592
CXCR5	CCR4	0.000599
CXCR5	SRC	0.000602
CXCR5	TNF	0.000604
CXCR5	FCGR3B	0.000617
CXCR5	FCGR3A	0.000622
CXCR5	GRK5	0.000672
CXCR5	IL10	0.000678
CXCR5	GNAI3	0.000683
CXCR5	GNAI1	0.000683
CXCR5	IL17A	0.000691
CXCR5	IL6	7e-04
CXCR5	GRK2	0.000701
CXCR5	CCL26	0.000707
CXCR5	CCR8	0.000715
CXCR5	CCR10	0.000716
CXCR5	CCL24	0.000717
CXCR5	CCR9	0.00072
CXCR5	CX3CR1	0.000731
CXCR5	CCR3	0.000734
CXCR5	CCR2	0.000736
CXCR5	CXCR6	0.000737
CXCR5	PF4	0.000739
CXCR5	CD44	0.000745
CXCR5	SELL	0.000746
CXCR5	CCL8	0.000748
CXCR5	CXCL3	0.000749
CXCR5	XCL2	0.000752
CXCR5	CCL11	0.000753
CXCR5	CCR1	0.000757
CXCR5	CXCL2	0.000758
CXCR5	CCR5	0.000771
CXCR5	CXCL1	0.000785
CXCR5	CXCL8	0.000792
CXCR5	GRK3	0.000793
CXCR5	ARRB1	0.000798
CXCR5	CXCR3	0.000799
CXCR5	CCR6	0.000801
CXCR5	ARRB2	0.000801
CXCR5	CCL7	0.000828
CXCR5	IL7R	0.00083
CXCR5	PTPRC	0.000833
CXCR5	PPBP	0.000833
CXCR5	CXCR2	0.000841
CXCR5	CCL28	0.000843
CXCR5	XCL1	0.000845
CXCR5	CD8A	0.000855
CXCR5	CCL4	0.00086
CXCR5	CXCL16	0.000867
CXCR5	CD40LG	0.000869
CXCR5	CCL25	0.000873
